,Unnamed: 0,henry_constant,filename,additional,water,units,ads_and_des,other
1664,1664,0.3098628590805387,10.1021Jp3099768.Isotherm98,,,,,
1194,1194,0.30684815557082484,10.1002anie.200700218.isotherm4,,,,,
2493,2493,0.3047598912352055,10.1021jp206959k.Isotherm4,,,,,
196,196,0.30379413060209226,10.1016s0167-2991(08)63564-8.Isotherm7,,,,,
173,173,0.30379413060209226,10.8888s0167-2991(08)63564-8.Isotherm7,,,,,
717,717,0.3037163324698256,10.1021Jp910522h.Isotherm108-1,,,,,
1174,1174,0.3027651444572158,10.1021Jp908978q.Isotherm1-1,,,,,
2653,2653,0.2981329106686902,10.1007s10450-010-9305-3.Isotherm19,,,,,
1554,1554,0.29748178996905394,10.1021jp206959k.Isotherm2,,,,,
682,682,0.2971294354413689,10.1007s10450-013-9527-2.isotherm23,,,,,
820,820,0.29696251296059123,10.1039C0cc02194f.isotherm1,,,,,
1497,1497,0.29635102391691825,10.1021Jp211563e.isotherm10,,,,,
1170,1170,0.29490233087137085,10.1021La803074g.isotherm5d,,,,,
2245,2245,0.2944453209508812,10.1039C2cp23839j.Isotherm91,,,,,
1838,1838,0.2937188775510381,10.10631.4726255.Isotherm7,,,,,
3070,3070,0.2929584388813343,10.1002chem.201502615.Isotherm20,,,,,
1171,1171,0.2922970465719162,10.1021La803074g.isotherm5c,,,,,
2340,2340,0.2916171733628637,10.1002anie.201408464.Isotherm1,,,,,
2244,2244,0.2908337426675583,10.1039C2cp23839j.Isotherm92,,,,,
2,2,0.29082982546383185,10.8888jp206959k.Isotherm17,,,,,
31,31,0.29082982546383185,10.1021jp206959k.Isotherm17,,,,,
738,738,0.2890622120074863,10.1007s1093401500604.Isotherm4,,,,,
1551,1551,0.2884590188178241,10.1126science.1192160.isotherm16,,,,,
1598,1598,0.28694765225160995,10.1016j.ijggc.2013.01.009.Isotherm12,,,,,
354,354,0.2867173410801521,10.1021la4004998.isotherm13,,,,,
1176,1176,0.28596651300163417,10.1021Jp809539w.isotherm9,,,,,
2549,2549,0.28589466723934304,10.1016j.cej.2014.09.123.Isotherm13,,,,,
87,87,0.2833216355829234,10.1016j.ces.2011.09.009.isotherm6,,,,,
1940,1940,0.2827480157546988,10.1016j.cej.2012.04.071.isotherm9,,,,,
93,93,0.2819768143837669,10.1002chem.200902144.Isotherm23,,,,,
1172,1172,0.2811672784434033,10.1021La803074g.isotherm1b,,,,,
2470,2470,0.28033480103664765,10.1039C1jm10264h.Isotherm16,,,,,
356,356,0.27192847754043603,10.1007s10450-013-9527-2.isotherm3,,,,,
353,353,0.27163626386643897,10.1021la4004998.isotherm22,,,,,
1768,1768,0.2713034029775564,10.1016j.micromeso.2012.02.034.Isotherm26,,,,,
1338,1338,0.2708959722102892,10.10631.4726255.Isotherm8,,,,,
2471,2471,0.2693621608701331,10.1039C1jm10264h.Isotherm15,,,,,
817,817,0.2682573077082893,10.1039C1cp20168a.Isotherm2,,,,,
3037,3037,0.2681200299176155,10.1007s10934-010-9371-7.Isotherm4,,,,,
2771,2771,0.2666129124968906,10.1007s10450-010-9305-3.Isotherm34,,,,,
951,951,0.2662429538083417,10.1021Jp211563e.isotherm4,,,,,
707,707,0.2654799048150282,10.1021La900283t.isotherm14,,,,,
2916,2916,0.2623460470889622,10.1021Ic202601y.Isotherm6,,,,,
1759,1759,0.26173848745751577,10.1016j.micromeso.2012.02.034.Isotherm38,,,,,
978,978,0.2614951282878749,10.1039C0cc02194f.isotherm5,,,,,
2416,2416,0.260659706137421,10.1016j.jiec.2009.09.043.Isotherm5,,,,,
2415,2415,0.2600999268267438,10.1016j.micromeso.2011.12.001.Isotherm7,,,,,
708,708,0.2599296916266011,10.1021La900283t.isotherm13,,,,,
1567,1567,0.2579813026358257,10.1021La702466d.Isotherm8,,,,,
572,572,0.2565633252981578,10.1021La4027128.isotherm9,,,,,
1390,1390,0.2531651408017698,10.1016j.egypro.2013.05.082.Isotherm3,,,,,
1863,1863,0.25213164469010435,10.10631.4726255.Isotherm11,,,,,
1731,1731,0.2506954737501076,10.1016S1387-1811(01)00359-6.Isotherm1,,,,,
182,182,0.24672301760991935,10.108001496395.2010.513360.Isotherm11,,,,,
1418,1418,0.2456959754015833,10.1039C2cp23839j.Isotherm20,,,,,
1287,1287,0.24504802538194845,10.1021Jp050948l.isotherm20,,,,,
1703,1703,0.2449749976542189,10.1016S1387-1811(01)00359-6.Isotherm10,,,,,
575,575,0.24484754817858295,10.1021Ie5006146.Isotherm12,,,,,
86,86,0.2420570738818799,10.1016j.memsci.2011.09.040.Isotherm2,,,,,
829,829,0.24149044669353376,10.1002anie.201408464.Isotherm2,,,,,
1010,1010,0.2413782036526697,10.1016j.colsurfa.2014.09.017.Isotherm19,,,,,
181,181,0.24123374592345756,10.108001496395.2010.513360.Isotherm12,,,,,
736,736,0.2402213318477629,10.1016j.cej.2015.07.020.Isotherm3,,,,,
1164,1164,0.2398360360615321,10.1126science.1192160.isotherm18,,,,,
80,80,0.2391186988573352,10.1021jp206959k.Isotherm6,,,,,
2472,2472,0.2375486028719709,10.1039C1jm10264h.Isotherm14,,,,,
1009,1009,0.2372999345099537,10.1016j.colsurfa.2014.09.017.Isotherm20,,,,,
980,980,0.23563447561131265,10.1021Jp051771y.Isotherm6,,,,,
1282,1282,0.2347408596020051,10.1021Jp051771y.Isotherm2-1,,,,,
1693,1693,0.2342411910150861,10.1016S1387-1811(01)00359-6.Isotherm7,,,,,
2543,2543,0.2335945071916397,10.1021Je0498917.isotherm10,,,,,
2473,2473,0.2334448630432065,10.1039C1jm10264h.Isotherm13,,,,,
1495,1495,0.2334261457631696,10.1021Jp211563e.isotherm12,,,,,
2610,2610,0.2333210705566452,10.1039C1cc10897b.isotherm3,,,,,
96,96,0.2332760080021616,10.1002chem.200902144.Isotherm1,,,,,
716,716,0.2325925732900752,10.1021La800803w.isotherm11,,,,,
89,89,0.23197329797468905,10.1002chem.200902144.Isotherm8,,,,,
544,544,0.2304356544132683,10.1021Ie5006146.Isotherm9,,,,,
982,982,0.2301765286134585,10.1016j.micromeso.2012.08.002.isotherm2,,,,,
828,828,0.22986423576959494,10.1002anie.201408464.Isotherm7,,,,,
197,197,0.22900552555033804,10.10160009-2509(83)80087-6.Isotherm6,,,,,
179,179,0.22900552555033804,10.88880009-2509(83)80087-6.Isotherm6,,,,,
352,352,0.22844494107469965,10.1021la4004998.isotherm31,,,,,
1156,1156,0.22807960369315156,10.1007s10450-010-9305-3.Isotherm21,,,,,
185,185,0.2275624217900037,10.1021je8006919.Isotherm12,,,,,
1025,1025,0.22644067238968604,10.1021Ja900555r.isotherm1,,,,,
2480,2480,0.22359945001055245,10.1039C1jm10264h.Isotherm76,,,,,
1419,1419,0.2224909215088248,10.1039C2cp23839j.Isotherm19,,,,,
95,95,0.2202782760288152,10.1002chem.200902144.Isotherm1-1-preexp,,,,,
702,702,0.22010644735031687,10.1039C0cc02194f.isotherm3,,,,,
742,742,0.2196104485715015,10.1007s10450-013-9527-2.isotherm20,,,,,
2481,2481,0.21934583938333052,10.1039C1jm10264h.Isotherm75,,,,,
1882,1882,0.21889642736947176,10.1021Jp105464u.Isotherm35,,,,,
983,983,0.21861237903552064,10.1016j.micromeso.2012.08.002.isotherm1,,,,,
2482,2482,0.21815649221759592,10.1039C1jm10264h.Isotherm68,,,,,
2778,2778,0.21730085759897136,10.1016j.cej.2015.04.087.Isotherm12,,,,,
2483,2483,0.2157098107131879,10.1039C1jm10264h.Isotherm67,,,,,
1391,1391,0.21353721731557446,10.1002chem.201503078.Isotherm38,,,,,
698,698,0.2129039692110697,10.1039C1cp20168a.Isotherm3,,,,,
1550,1550,0.21242206147060436,10.1007s10450-010-9305-3.Isotherm22,,,,,
2180,2180,0.2108569183773974,10.1016j.micromeso.2014.02.028.Isotherm10,,,,,
2873,2873,0.21066861787084315,10.1016j.seppur.2011.09.041.isotherm4,,,,,
2401,2401,0.21017778424268274,10.1039C2dt12102f.Isotherm4,,,,,
2192,2192,0.20942137472550088,10.1016j.ces.2014.08.039.Isotherm7,,,,,
71,71,0.2083454489349512,10.1002Aic.13970.isotherm19,,,,,
1548,1548,0.20376423774619176,10.1039c1ee01720a.isotherm15,,,,,
70,70,0.20348407759210715,10.1002Aic.13970.isotherm39,,,,,
543,543,0.2032460570769241,10.1021La4027128.isotherm14,,,,,
2968,2968,0.20302614043581907,10.1021acs.energyfuels.5b00975.Isotherm4,,,,,
1730,1730,0.19976195215595435,10.1016S1387-1811(01)00359-6.Isotherm2,,,,,
2588,2588,0.19928867071900835,10.1016j.micromeso.2011.12.001.Isotherm8,,,,,
1342,1342,0.19927022511698614,10.1021Jp211563e.isotherm5,,,,,
542,542,0.1983710704507792,10.1021La4027128.isotherm5,,,,,
734,734,0.19759872428722364,10.1016j.egypro.2011.01.090.Isotherm2,,,,,
3034,3034,0.1956859715987906,10.1007s10934-010-9371-7.Isotherm5,,,,,
90,90,0.1942571528943283,10.1002chem.200902144.Isotherm4,,,,,
2589,2589,0.19402125747816332,10.1016j.jiec.2009.09.043.Isotherm6,,,,,
2238,2238,0.1906876135423049,10.1039C2cp23839j.Isotherm67,,,,,
1552,1552,0.1906530000465724,10.1021Jp809539w.isotherm26,,,,,
3019,3019,0.1902069989941223,10.1007s10450-010-9305-3.Isotherm23,,,,,
2496,2496,0.18974365733866214,10.1021Jp906417z.Isotherm9,,,,,
2587,2587,0.18927435345376245,10.1016j.cej.2015.04.087.Isotherm14,,,,,
545,545,0.1878968400098508,10.1016j.seppur.2014.11.040.Isotherm13,,,,,
2237,2237,0.18746569838210506,10.1039C2cp23839j.Isotherm68,,,,,
2378,2378,0.18566468596691,10.1002chem.201002818.Isotherm8,,,,,
1340,1340,0.18434360845163236,10.1021Jp211563e.isotherm7,,,,,
92,92,0.18334454518892845,10.1002chem.200902144.Isotherm23_1,,,,,
722,722,0.1827964724688357,10.1021Ef800938e.isotherm21,,,,,
571,571,0.18260102719897592,10.1021La4027128.isotherm11,,,,,
1151,1151,0.1823553806642607,10.1021Jp105899t.Isotherm2,,,,,
1392,1392,0.18124764254635464,10.1504ijnt.2015.067898.Isotherm2,,,,,
546,546,0.17930344016338068,10.1016j.seppur.2014.11.040.Isotherm10,,,,,
1386,1386,0.17854077273557256,10.1021acs.inorgchem.5b00435.Isotherm33,,,,,
2833,2833,0.17824833599528606,10.1021Jp1033273.Isotherm11,,,,,
739,739,0.17629091348197642,10.1007s1045001395272.Isotherm52,,,,,
2128,2128,0.17303529133864715,10.1021La302537d.Isotherm10,,,,,
1507,1507,0.17284890807594466,10.1021Ja803899q.Isotherm5,,,,,
1669,1669,0.1727103624654015,10.1021Jp3099768.Isotherm95,,,,,
1564,1564,0.17266204356468612,10.1021La702466d.Isotherm4,,,,,
1335,1335,0.17159773502983944,10.10631.4726255.Isotherm12,,,,,
1547,1547,0.1712414164492023,10.1039c1ee01720a.isotherm16,,,,,
2870,2870,0.17100958209268494,10.1016j.seppur.2011.09.041.isotherm10,,,,,
2854,2854,0.1707936199070191,10.1021Jp3099768.Isotherm25,,,,,
2932,2932,0.17059798147795385,10.1021acs.langmuir.5b00655.Isotherm5,,,,,
1568,1568,0.17030829207531706,10.1021La702466d.Isotherm5,,,,,
2479,2479,0.16962749769201846,10.1021Jp906417z.Isotherm12,,,,,
1339,1339,0.16941398174324207,10.1021Jp211563e.isotherm8,,,,,
1163,1163,0.16825127766696613,10.1002Cjce.20700.Isotherm3,,,,,
1162,1162,0.1672589280157096,10.1002Cjce.20700.Isotherm4,,,,,
2704,2704,0.1666127893907055,10.1038Nmat3343.Isotherm25,,,,,
1353,1353,0.16647355671563413,10.1021Ie801294n.Isotherm5,,,,,
2708,2708,0.16512061899668987,10.1038Nmat3343.Isotherm27,,,,,
219,219,0.1644161195720216,10.1021Ie950291y.Isotherm3,,,,,
540,540,0.16367993273549974,10.1039C2jm15734a.Isotherm31,,,,,
2239,2239,0.16356182075044115,10.1021acs.inorgchem.5b00435.Isotherm32,,,,,
1890,1890,0.1632859725589809,10.1016j.ces.2009.05.039.isotherm9,,,,,
1891,1891,0.1632859725589809,10.1016j.ces.2009.05.039.isotherm8,,,,,
1341,1341,0.16319908110259862,10.1021Jp211563e.isotherm6,,,,,
696,696,0.16213128213716574,10.1039C1cp20168a.Isotherm8,,,,,
218,218,0.16188731952188834,10.1021Ie950291y.Isotherm3-1,,,,,
1501,1501,0.16094300631834427,10.1021Ja803899q.Isotherm6,,,,,
1667,1667,0.1603576688892487,10.1021Jp3099768.Isotherm99,,,,,
1150,1150,0.15918450792581965,10.1021Jp105899t.Isotherm2-1,,,,,
1179,1179,0.1587964588250043,10.1021Jp809539w.isotherm10,,,,,
539,539,0.15761534367557406,10.1039C2jm15734a.Isotherm32,,,,,
538,538,0.15761534367557406,10.1039C2jm15734a.Isotherm33,,,,,
2349,2349,0.15737192069901956,10.1039C3dt50896j.isotherm2,,,,,
1515,1515,0.15736537097723918,10.1021Ja803899q.Isotherm7,,,,,
2706,2706,0.1569315222200163,10.1038Nmat3343.Isotherm26,,,,,
2476,2476,0.15416067088336918,10.1039C1jm10264h.Isotherm10,,,,,
2845,2845,0.1530158327738557,10.1021Jp3099768.Isotherm74,,,,,
1352,1352,0.15293729809555112,10.1021Ie801294n.Isotherm6,,,,,
3038,3038,0.15256171849577518,10.1007s10934-010-9371-7.Isotherm6,,,,,
2546,2546,0.1499482832170861,10.1016j.ijggc.2013.01.009.Isotherm11,,,,,
1767,1767,0.1499226197560882,10.1021Jp3046356.Isotherm31,,,,,
2852,2852,0.14979196161356995,10.1021Jp3099768.Isotherm29,,,,,
1154,1154,0.14865164718829926,10.1016S2095-4956(14)60171-6.Isotherm5,,,,,
2494,2494,0.14852695918594774,10.1021jp206959k.Isotherm16,,,,,
1652,1652,0.1477754352363045,10.108008927022.2011.602974.Isotherm19,,,,,
1923,1923,0.14682935243488535,10.1039c4ta07115h.Isotherm8,,,,,
1889,1889,0.14573061771458087,10.1016j.ces.2016.07.033.Isotherm11,,,,,
1336,1336,0.14538538571574414,10.1134S1070427213090126.isotherm3,,,,,
2965,2965,0.1442919994612173,10.1021acs.energyfuels.5b00975.Isotherm7,,,,,
2935,2935,0.14423058241660885,10.1021acs.langmuir.5b00655.Isotherm17,,,,,
2296,2296,0.1394227147533365,10.1039C3sc52348a.Isotherm4,,,,,
2297,2297,0.1383313310666666,10.1039c3sc52348a.Isotherm36,,,,,
2468,2468,0.1370635921938797,10.1039C1jm10264h.Isotherm54,,,,,
2843,2843,0.13684902171004848,10.1021Jp3099768.Isotherm78,,,,,
2321,2321,0.13645006508545848,10.1016j.jcis.2014.05.021.Isotherm12,,,,,
706,706,0.13073780562253506,10.1021La900283t.isotherm15,,,,,
2509,2509,0.1292226134030632,10.1021Jp906417z.Isotherm5,,,,,
2849,2849,0.12898015087875825,10.1021Jp3099768.Isotherm28,,,,,
1561,1561,0.1279848375208092,10.1016j.apenergy.2015.03.123.Isotherm4,,,,,
1895,1895,0.12458836315129047,10.1016j.ces.2009.05.039.isotherm10,,,,,
2768,2768,0.1237061300681633,10.1007s10450-010-9305-3.Isotherm26,,,,,
1402,1402,0.12242863182978067,10.1002anie.201408464.Isotherm4,,,,,
136,136,0.11997002725671176,10.1016j.ces.2011.09.009.isotherm10,,,,,
1906,1906,0.1198060306996324,10.1016j.ces.2009.05.039.isotherm2,,,,,
2189,2189,0.11767399177119957,10.1016j.ces.2014.08.039.Isotherm4,,,,,
2504,2504,0.11713094303413807,10.1039C1jm10264h.Isotherm27,,,,,
2010,2010,0.1167754818848845,10.1002adfm.201200084.Isotherm5,,,,,
2840,2840,0.11483700361526784,10.1021Jp3099768.Isotherm77,,,,,
2781,2781,0.10585350367550192,10.1002anie.201302682.isotherm3,,,,,
821,821,0.09818666026857223,10.1021La803085h.isotherm8,,,,,
470,470,0.0972825657901364,10.1007s10450-013-9527-2.isotherm4,,,,,
1023,1023,0.09423422716534922,10.4028www.scientific.netAMM.625.870.Isotherm3,,,,,
560,560,0.09375052981922932,10.1021La4027128.isotherm8,,,,,
2154,2154,0.09351176480562184,10.1021Jp3046356.Isotherm18,,,,,
2017,2017,0.09306049192051244,10.1016j.ces.2014.10.028.Isotherm6,,,,,
217,217,0.09101239544569004,10.1021je8006919.Isotherm16,,,,,
2153,2153,0.09046110966843844,10.1021jp3046356.Isotherm66,,,,,
2155,2155,0.09034314569563237,10.1021Jp3046356.Isotherm17,,,,,
2019,2019,0.08975628589259542,10.1002ceat.201400741.Isotherm3,,,,,
814,814,0.08933893419340642,10.1039C1cp20168a.Isotherm5,,,,,
63,63,0.08684622783373974,10.1016j.ces.2011.09.009.isotherm14,,,,,
2853,2853,0.08653398078783517,10.1021Jp3099768.Isotherm27,,,,,
220,220,0.08246380506164146,10.10160009-2509(83)80087-6.Isotherm3,,,,,
216,216,0.08246380506164146,10.88880009-2509(83)80087-6.Isotherm3,,,,,
697,697,0.08154181624687984,10.1039C1cp20168a.Isotherm6,,,,,
66,66,0.0801634859251874,10.1002chem.200902144.Isotherm6,,,,,
454,454,0.07689445577034408,10.1016j.seppur.2009.01.015.isotherm6,,,,,
1758,1758,0.07541456887925242,10.1016S1003-9953(11)60374-5.Isotherm4,,,,,
1762,1762,0.07530281617326727,10.1016j.cej.2012.03.025.Isotherm4,,,,,
1224,1224,0.07519309878712233,10.1021Jp908978q.Isotherm11,,,,,
65,65,0.07471344016923799,10.1002chem.200902144.Isotherm9,,,,,
1905,1905,0.07465843761857738,10.1039c5cp00581g.Isotherm12,,,,,
1218,1218,0.07373714689620099,10.1021La803666t.Isotherm3-1,,,,,
824,824,0.07280750468842509,10.1021La803085h.isotherm10,,,,,
692,692,0.07251687068587519,10.1002adma.201400428.Isotherm6,,,,,
1217,1217,0.07209414224395322,10.1021La803666t.Isotherm3-2,,,,,
1220,1220,0.07076797303730333,10.1021La803666t.Isotherm2,,,,,
2844,2844,0.07072290615368819,10.1021Jp3099768.Isotherm76,,,,,
574,574,0.07012244759653649,10.1021La4027128.isotherm10,,,,,
673,673,0.06983895303787956,10.1007s10973-013-3497-1.Isotherm4,,,,,
1216,1216,0.06859157209782095,10.1039B804343d.Isotherm16,,,,,
463,463,0.06738662108268895,10.1016j.micromeso.2008.09.029.isotherm5,,,,,
462,462,0.06570041698211619,10.1016j.micromeso.2008.09.029.isotherm8,,,,,
1088,1088,0.06462500592759463,10.1021Ja076595g.Isotherm21,,,,,
441,441,0.0643614149347676,10.1021la4004998.isotherm7,,,,,
444,444,0.062341152903812085,10.1021la4004998.isotherm16,,,,,
2732,2732,0.06095040691135615,10.1038nchem.2114.Isotherm3,,,,,
482,482,0.060800926529950464,10.108001496399508225610.isotherm1,,,,,
890,890,0.05898006946081968,10.1016j.inoche.2015.02.001.Isotherm1,,,,,
2021,2021,0.05645378715604184,10.1002cssc.201100378.Isotherm7,,,,,
443,443,0.056363827933500865,10.1021la4004998.isotherm25,,,,,
2352,2352,0.05617198818475315,10.1039C3dt50896j.isotherm3,,,,,
813,813,0.056010412930823816,10.1039C1cp20168a.Isotherm9,,,,,
822,822,0.055026963498083496,10.1021La803085h.isotherm12,,,,,
709,709,0.05038999886556103,10.1021La803085h.isotherm6,,,,,
2550,2550,0.04526997567915834,10.1007s10450-013-9527-2.isotherm16,,,,,
2373,2373,0.04478955259952362,10.1039C2ta00907b.isotherm7,,,,,
541,541,0.041439564812045464,10.1021La4027128.isotherm6,,,,,
1732,1732,0.0394546826344689,10.1021La034766z.Isotherm7,,,,,
900,900,0.038413980688533855,10.1007s10450-013-9527-2.isotherm21,,,,,
1424,1424,0.03629354895142538,10.1002Sia.1262.isotherm2,,,,,
1286,1286,0.03532526782451741,10.1021Jp050948l.isotherm21,,,,,
2564,2564,0.034450403581974605,10.1007s10450-013-9527-2.isotherm13,,,,,
124,124,0.03357947330306068,10.1016j.inoche.2015.02.001.Isotherm5,,,,,
451,451,0.03271287036938598,10.1021La302050m.isotherm17,,,,,
1786,1786,0.03226063358225713,10.1007s1093401500471.Isotherm12,,,,,
2045,2045,0.032045782874282266,10.1016j.seppur.2011.11.031.isotherm1,,,,,
2310,2310,0.031345113955870266,10.1021Sc300036p.Isotherm20,,,,,
1285,1285,0.03109152889666283,10.1021Jp050948l.isotherm22,,,,,
892,892,0.030368929782208832,10.1016j.fluid.2013.11.029.Isotherm57,,,,,
2311,2311,0.03031899752773363,10.1021Sc300036p.Isotherm19,,,,,
823,823,0.029216086325354336,10.1021La803085h.isotherm11,,,,,
2062,2062,0.02907378377711752,10.1016j.seppur.2011.11.031.isotherm2,,,,,
857,857,0.027464706880608952,10.1021La800803w.isotherm7,,,,,
1289,1289,0.026054654452998472,10.1021Ie801294n.Isotherm2,,,,,
1235,1235,0.02187186912182663,10.1021Jp809539w.isotherm3,,,,,
590,590,0.01994263417068545,10.1039B807470d.isotherm7,,,,,
1270,1270,0.019496739777040226,10.1021Jp076657p.isotherm4,,,,,
1222,1222,0.01923782476510335,10.1021Jp908978q.Isotherm3-1,,,,,
406,406,0.01918850298346206,10.1016j.apsusc.2012.10.040.Isotherm8,,,,,
1423,1423,0.019038395080358338,10.1360cjcp2006.19(5).457.6.isotherm13,,,,,
338,338,0.01765593636558274,10.1007s10450-006-0138-z.isotherm11,,,,,
2287,2287,0.017602326425556918,10.1002chem.201101733.Isotherm4,,,,,
2158,2158,0.017520669998956604,10.1002anie.201105966.Isotherm19,,,,,
2248,2248,0.017481695058039568,10.1021Ja902740r.Isotherm4,,,,,
405,405,0.017347598251696444,10.1016j.apsusc.2012.10.040.Isotherm9,,,,,
1223,1223,0.016969772878954053,10.1021Jp908978q.Isotherm3,,,,,
2865,2865,0.01694681423342309,10.1021Jp050948l.isotherm35,,,,,
446,446,0.016547745660561754,10.1021La302050m.isotherm22,,,,,
2774,2774,0.01634667368627869,10.1021jp809539w.Isotherm58,,,,,
413,413,0.01612793746517041,10.1016j.apsusc.2012.10.040.Isotherm15,,,,,
2772,2772,0.01597592462314762,10.1021Jp809539w.isotherm7,,,,,
1083,1083,0.015096466564286159,10.1021Jp307319u.isotherm1e,,,,,
1202,1202,0.014684986826793653,10.12600263-6174.28.8-9.823.isotherm1e,,,,,
107,107,0.014200645562309334,10.1021Jp908978q.Isotherm4-1,,,,,
1236,1236,0.014175466729792804,10.1021Jp809539w.isotherm2,,,,,
2498,2498,0.014120866879228668,10.1021Jp906417z.Isotherm27,,,,,
2497,2497,0.014087703453749531,10.1021Jp906417z.Isotherm28,,,,,
751,751,0.013663016442358596,10.1039B807470d.isotherm11,,,,,
1204,1204,0.013525781102503178,10.12600263-6174.28.8-9.823.isotherm1c,,,,,
2191,2191,0.013295313616220108,10.1016j.ces.2014.08.039.Isotherm1,,,,,
570,570,0.012899898350888363,10.1021La4027128.isotherm12,,,,,
108,108,0.01288009146915953,10.1021Jp908978q.Isotherm4,,,,,
418,418,0.01271754180893792,10.1016j.apsusc.2012.10.040.Isotherm10,,,,,
1273,1273,0.012561965725957618,10.1021Jp076657p.isotherm2,,,,,
393,393,0.012475239433038071,10.1016j.colsurfa.2013.12.047.isotherm1,,,,,
1735,1735,0.012348754916814926,10.1021La034766z.Isotherm13,,,,,
1517,1517,0.012127084895020837,10.1021Ja8039579.Isotherm3,,,,,
1206,1206,0.011604639820014962,10.12600263-6174.28.8-9.823.isotherm1a,,,,,
2477,2477,0.01137949294021614,10.1021Jp906417z.Isotherm34,,,,,
2478,2478,0.011347824722792431,10.1021Jp906417z.Isotherm33,,,,,
974,974,0.011252681014949816,10.1039C1cp20168a.Isotherm14,,,,,
1518,1518,0.011219428720764122,10.1021Ja803899q.Isotherm3,,,,,
1403,1403,0.011153688835994591,10.1504ijnt.2015.067898.Isotherm3,,,,,
2157,2157,0.010960554563553555,10.1002anie.201105966.Isotherm20,,,,,
1030,1030,0.01084189815312293,10.12600263-6174.28.8-9.823.isotherm3b,,,,,
391,391,0.01002038115488262,10.1016j.colsurfa.2013.12.047.isotherm4,,,,,
1237,1237,0.010002843716238071,10.1021Jp809539w.isotherm12,,,,,
1910,1910,0.009932949541952356,10.1007s10450-012-9395-1.Isotherm1,,,,,
1778,1778,0.00988522546949928,10.1016j.ijhydene.2014.08.038.Isotherm3,,,,,
1168,1168,0.009645304709702186,10.1039B807470d.isotherm16,,,,,
3044,3044,0.009012305442778843,10.1002ejic.200900144.Isotherm7,,,,,
1909,1909,0.008976743254042172,10.1007s10450-012-9395-1.Isotherm2,,,,,
1259,1259,0.008484121712542756,10.1021Jp305524f.Isotherm17,,,,,
1492,1492,0.008474950509374754,10.12600263-6174.28.8-9.823.isotherm3a,,,,,
1057,1057,0.008104984704959427,10.1039B807470d.isotherm19,,,,,
390,390,0.007740802288677373,10.1016j.colsurfa.2013.12.047.isotherm7,,,,,
2122,2122,0.00685363802632719,10.1021La302537d.Isotherm34,,,,,
1029,1029,0.006800092410476591,10.12600263-6174.28.8-9.823.isotherm3c,,,,,
1747,1747,0.006618573275031105,10.1016S1387-1811(01)00359-6.Isotherm5,,,,,
2773,2773,0.006030977528223547,10.1021Jp809539w.isotherm6,,,,,
703,703,0.005959740061907211,10.1039B807470d.isotherm8,,,,,
1198,1198,0.005942464396350467,10.1039B807470d.isotherm17,,,,,
1355,1355,0.005896469872660375,10.1039B807470d.isotherm18,,,,,
993,993,0.0057033272313455115,10.1016j.colsurfa.2014.09.017.Isotherm7,,,,,
848,848,0.005540593024498689,10.12600263-6174.28.8-9.823.isotherm2e,,,,,
1253,1253,0.0053745134954005505,10.1021Jp305524f.Isotherm25,,,,,
992,992,0.005290692755790253,10.1016j.colsurfa.2014.09.017.Isotherm8,,,,,
1746,1746,0.005216694365680777,10.1016S1387-1811(01)00359-6.Isotherm6,,,,,
994,994,0.005092019013567621,10.1016j.colsurfa.2014.09.017.Isotherm6,,,,,
996,996,0.0048407932246062775,10.1016j.colsurfa.2014.09.017.Isotherm10,,,,,
991,991,0.004839406515090145,10.1016j.colsurfa.2014.09.017.Isotherm9,,,,,
850,850,0.004818785484062713,10.12600263-6174.28.8-9.823.isotherm2c,,,,,
1650,1650,0.004483890959302607,10.108008927022.2011.602974.Isotherm28,,,,,
852,852,0.00395232947629486,10.12600263-6174.28.8-9.823.isotherm2a,,,,,
1026,1026,0.0036699956107055093,10.1021Ja900555r.isotherm2,,,,,
1261,1261,0.003360210624509028,10.1021Jp305524f.Isotherm153,,,,,
1322,1322,0.003322259709456828,10.1016j.fluid.2013.11.029.Isotherm36,,,,,
843,843,0.0029194146204646948,10.1016j.colsurfa.2014.09.017.Isotherm4,,,,,
872,872,0.0026018509954047484,10.1021Jp076657p.isotherm6,,,,,
842,842,0.00255494619370267,10.1016j.colsurfa.2014.09.017.Isotherm5,,,,,
1148,1148,0.002535142140346053,10.1039B807470d.isotherm20,,,,,
847,847,0.0021827064460831188,10.12600263-6174.28.8-9.823.isotherm2f,,,,,
2020,2020,0.0020980747833171487,10.1002adfm.201200084.Isotherm6,,,,,
851,851,0.0020167886659455576,10.12600263-6174.28.8-9.823.isotherm2b,,,,,
849,849,0.0019245989168175603,10.12600263-6174.28.8-9.823.isotherm2d,,,,,
2956,2956,0.0018590918510638214,10.1021acs.iecr.6b01560.Isotherm2,,,,,
2957,2957,0.0018494119315427087,10.1021acs.iecr.6b01560.Isotherm12,,,,,
1345,1345,0.0016777216000000005,10.1134S1070427213090126.isotherm1,,,,,
104,104,0.0015064637697364833,10.1021Ja904782h.Isotherm6,,,,,
2461,2461,0.0014270648261235255,10.1021Jp906417z.Isotherm22,,,,,
2462,2462,0.0014266078427049586,10.1021Jp906417z.Isotherm21,,,,,
1623,1623,0.001285172498053782,10.1021la950969e.Isotherm1,,,,,
1506,1506,0.0008262321013684298,10.1021Ja803899q.Isotherm4,,,,,
